EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLevelID,EducationLevel,PerformanceID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
C0C7-A3EF,Hagen,Worge,Male,48,No Travel,Sales,9,CA,White,5,Economics,Sales Executive,Single,125587,0,No,2012-02-12,No,10,10,10,4,5,Doctorate,PR1746,2017-06-28,Neutral,Satisfied,Satisfied,1,1,Dissatisfied,Exceeds Expectation,Meets Expectation
C0C7-A3EF,Hagen,Worge,Male,48,No Travel,Sales,9,CA,White,5,Economics,Sales Executive,Single,125587,0,No,2012-02-12,No,10,10,10,4,5,Doctorate,PR2412,2018-06-28,Dissatisfied,Dissatisfied,Very Dissatisfied,3,1,Neutral,Meets Expectation,Needs Improvement
C0C7-A3EF,Hagen,Worge,Male,48,No Travel,Sales,9,CA,White,5,Economics,Sales Executive,Single,125587,0,No,2012-02-12,No,10,10,10,4,5,Doctorate,PR3187,2019-06-28,Neutral,Dissatisfied,Dissatisfied,1,2,Very Satisfied,Meets Expectation,Meets Expectation
C0C7-A3EF,Hagen,Worge,Male,48,No Travel,Sales,9,CA,White,5,Economics,Sales Executive,Single,125587,0,No,2012-02-12,No,10,10,10,4,5,Doctorate,PR4089,2020-06-27,Neutral,Neutral,Satisfied,1,0,Dissatisfied,Meets Expectation,Meets Expectation
C0C7-A3EF,Hagen,Worge,Male,48,No Travel,Sales,9,CA,White,5,Economics,Sales Executive,Single,125587,0,No,2012-02-12,No,10,10,10,4,5,Doctorate,PR5093,2021-06-27,Satisfied,Neutral,Satisfied,2,2,Satisfied,Meets Expectation,Meets Expectation
C0C7-A3EF,Hagen,Worge,Male,48,No Travel,Sales,9,CA,White,5,Economics,Sales Executive,Single,125587,0,No,2012-02-12,No,10,10,10,4,5,Doctorate,PR6191,2022-06-27,Neutral,Dissatisfied,Neutral,3,2,Satisfied,Above and Beyond,Exceeds Expectation
C0C7-A3EF,Hagen,Worge,Male,48,No Travel,Sales,9,CA,White,5,Economics,Sales Executive,Single,125587,0,No,2012-02-12,No,10,10,10,4,5,Doctorate,PR714,2015-06-29,Satisfied,Neutral,Neutral,1,1,Dissatisfied,Exceeds Expectation,Meets Expectation
3F19-FC5A,Hy,Trevance,Male,35,Some Travel,Sales,29,NY,White,5,Marketing,Sales Executive,Divorced,182764,2,Yes,2012-03-10,No,10,7,9,9,5,Doctorate,PR1256,2016-09-16,Satisfied,Very Satisfied,Very Satisfied,2,0,Dissatisfied,Meets Expectation,Meets Expectation
3F19-FC5A,Hy,Trevance,Male,35,Some Travel,Sales,29,NY,White,5,Marketing,Sales Executive,Divorced,182764,2,Yes,2012-03-10,No,10,7,9,9,5,Doctorate,PR1853,2017-09-16,Satisfied,Neutral,Neutral,2,1,Very Satisfied,Above and Beyond,Exceeds Expectation
3F19-FC5A,Hy,Trevance,Male,35,Some Travel,Sales,29,NY,White,5,Marketing,Sales Executive,Divorced,182764,2,Yes,2012-03-10,No,10,7,9,9,5,Doctorate,PR2549,2018-09-16,Very Satisfied,Very Satisfied,Dissatisfied,1,2,Dissatisfied,Exceeds Expectation,Exceeds Expectation
3F19-FC5A,Hy,Trevance,Male,35,Some Travel,Sales,29,NY,White,5,Marketing,Sales Executive,Divorced,182764,2,Yes,2012-03-10,No,10,7,9,9,5,Doctorate,PR3357,2019-09-16,Satisfied,Dissatisfied,Very Satisfied,3,1,Satisfied,Above and Beyond,Exceeds Expectation
3F19-FC5A,Hy,Trevance,Male,35,Some Travel,Sales,29,NY,White,5,Marketing,Sales Executive,Divorced,182764,2,Yes,2012-03-10,No,10,7,9,9,5,Doctorate,PR4287,2020-09-15,Satisfied,Dissatisfied,Very Satisfied,3,3,Satisfied,Exceeds Expectation,Meets Expectation
3F19-FC5A,Hy,Trevance,Male,35,Some Travel,Sales,29,NY,White,5,Marketing,Sales Executive,Divorced,182764,2,Yes,2012-03-10,No,10,7,9,9,5,Doctorate,PR5315,2021-09-15,Satisfied,Satisfied,Very Satisfied,3,3,Satisfied,Above and Beyond,Exceeds Expectation
3F19-FC5A,Hy,Trevance,Male,35,Some Travel,Sales,29,NY,White,5,Marketing,Sales Executive,Divorced,182764,2,Yes,2012-03-10,No,10,7,9,9,5,Doctorate,PR6421,2022-09-15,Neutral,Dissatisfied,Very Dissatisfied,2,1,Satisfied,Meets Expectation,Needs Improvement
3F19-FC5A,Hy,Trevance,Male,35,Some Travel,Sales,29,NY,White,5,Marketing,Sales Executive,Divorced,182764,2,Yes,2012-03-10,No,10,7,9,9,5,Doctorate,PR765,2015-09-17,Neutral,Dissatisfied,Very Satisfied,3,0,Neutral,Above and Beyond,Above and Beyond
A2FB-2D5D,Lebbie,Poure,Female,43,Some Travel,Technology,11,CA,White,5,Information Systems,Analytics Manager,Married,482510,1,No,2012-03-17,No,10,9,9,1,5,Doctorate,PR1360,2016-12-22,Neutral,Dissatisfied,Satisfied,2,0,Neutral,Exceeds Expectation,Meets Expectation
A2FB-2D5D,Lebbie,Poure,Female,43,Some Travel,Technology,11,CA,White,5,Information Systems,Analytics Manager,Married,482510,1,No,2012-03-17,No,10,9,9,1,5,Doctorate,PR1989,2017-12-22,Satisfied,Neutral,Neutral,2,3,Dissatisfied,Meets Expectation,Needs Improvement
A2FB-2D5D,Lebbie,Poure,Female,43,Some Travel,Technology,11,CA,White,5,Information Systems,Analytics Manager,Married,482510,1,No,2012-03-17,No,10,9,9,1,5,Doctorate,PR2708,2018-12-22,Neutral,Neutral,Neutral,1,0,Very Satisfied,Above and Beyond,Exceeds Expectation
A2FB-2D5D,Lebbie,Poure,Female,43,Some Travel,Technology,11,CA,White,5,Information Systems,Analytics Manager,Married,482510,1,No,2012-03-17,No,10,9,9,1,5,Doctorate,PR3538,2019-12-22,Neutral,Dissatisfied,Satisfied,1,1,Satisfied,Above and Beyond,Above and Beyond
A2FB-2D5D,Lebbie,Poure,Female,43,Some Travel,Technology,11,CA,White,5,Information Systems,Analytics Manager,Married,482510,1,No,2012-03-17,No,10,9,9,1,5,Doctorate,PR4494,2020-12-21,Neutral,Very Satisfied,Neutral,3,1,Neutral,Exceeds Expectation,Exceeds Expectation
A2FB-2D5D,Lebbie,Poure,Female,43,Some Travel,Technology,11,CA,White,5,Information Systems,Analytics Manager,Married,482510,1,No,2012-03-17,No,10,9,9,1,5,Doctorate,PR5546,2021-12-21,Satisfied,Very Satisfied,Very Satisfied,3,2,Very Satisfied,Meets Expectation,Meets Expectation
A2FB-2D5D,Lebbie,Poure,Female,43,Some Travel,Technology,11,CA,White,5,Information Systems,Analytics Manager,Married,482510,1,No,2012-03-17,No,10,9,9,1,5,Doctorate,PR6674,2022-12-21,Satisfied,Satisfied,Very Dissatisfied,1,0,Dissatisfied,Exceeds Expectation,Meets Expectation
A2FB-2D5D,Lebbie,Poure,Female,43,Some Travel,Technology,11,CA,White,5,Information Systems,Analytics Manager,Married,482510,1,No,2012-03-17,No,10,9,9,1,5,Doctorate,PR839,2015-12-23,Neutral,Dissatisfied,Satisfied,3,1,Dissatisfied,Exceeds Expectation,Exceeds Expectation
DEBE-1622,Bartolemo,Balma,Male,28,Frequent Traveller,Technology,22,CA,White,5,Computer Science,Machine Learning Engineer,Single,205433,0,No,2012-04-02,Yes,4,1,2,1,5,Doctorate,PR1139,2016-05-29,Neutral,Dissatisfied,Neutral,1,0,Satisfied,Above and Beyond,Exceeds Expectation
DEBE-1622,Bartolemo,Balma,Male,28,Frequent Traveller,Technology,22,CA,White,5,Computer Science,Machine Learning Engineer,Single,205433,0,No,2012-04-02,Yes,4,1,2,1,5,Doctorate,PR151,2013-05-30,Very Satisfied,Dissatisfied,Satisfied,3,1,Dissatisfied,Meets Expectation,Meets Expectation
DEBE-1622,Bartolemo,Balma,Male,28,Frequent Traveller,Technology,22,CA,White,5,Computer Science,Machine Learning Engineer,Single,205433,0,No,2012-04-02,Yes,4,1,2,1,5,Doctorate,PR1699,2017-05-29,Very Satisfied,Satisfied,Very Satisfied,2,0,Satisfied,Exceeds Expectation,Exceeds Expectation
DEBE-1622,Bartolemo,Balma,Male,28,Frequent Traveller,Technology,22,CA,White,5,Computer Science,Machine Learning Engineer,Single,205433,0,No,2012-04-02,Yes,4,1,2,1,5,Doctorate,PR2360,2018-05-29,Satisfied,Dissatisfied,Dissatisfied,2,1,Very Satisfied,Meets Expectation,Needs Improvement
DEBE-1622,Bartolemo,Balma,Male,28,Frequent Traveller,Technology,22,CA,White,5,Computer Science,Machine Learning Engineer,Single,205433,0,No,2012-04-02,Yes,4,1,2,1,5,Doctorate,PR3124,2019-05-29,Satisfied,Very Satisfied,Very Satisfied,1,1,Dissatisfied,Above and Beyond,Exceeds Expectation
DEBE-1622,Bartolemo,Balma,Male,28,Frequent Traveller,Technology,22,CA,White,5,Computer Science,Machine Learning Engineer,Single,205433,0,No,2012-04-02,Yes,4,1,2,1,5,Doctorate,PR352,2014-05-30,Satisfied,Very Satisfied,Dissatisfied,2,2,Very Satisfied,Above and Beyond,Exceeds Expectation
DEBE-1622,Bartolemo,Balma,Male,28,Frequent Traveller,Technology,22,CA,White,5,Computer Science,Machine Learning Engineer,Single,205433,0,No,2012-04-02,Yes,4,1,2,1,5,Doctorate,PR4015,2020-05-28,Very Satisfied,Neutral,Dissatisfied,1,0,Very Satisfied,Meets Expectation,Meets Expectation
DEBE-1622,Bartolemo,Balma,Male,28,Frequent Traveller,Technology,22,CA,White,5,Computer Science,Machine Learning Engineer,Single,205433,0,No,2012-04-02,Yes,4,1,2,1,5,Doctorate,PR5016,2021-05-28,Satisfied,Very Satisfied,Very Satisfied,2,2,Very Satisfied,Exceeds Expectation,Meets Expectation
DEBE-1622,Bartolemo,Balma,Male,28,Frequent Traveller,Technology,22,CA,White,5,Computer Science,Machine Learning Engineer,Single,205433,0,No,2012-04-02,Yes,4,1,2,1,5,Doctorate,PR6102,2022-05-28,Satisfied,Satisfied,Neutral,3,1,Very Satisfied,Above and Beyond,Above and Beyond
DEBE-1622,Bartolemo,Balma,Male,28,Frequent Traveller,Technology,22,CA,White,5,Computer Science,Machine Learning Engineer,Single,205433,0,No,2012-04-02,Yes,4,1,2,1,5,Doctorate,PR687,2015-05-30,Satisfied,Dissatisfied,Dissatisfied,2,1,Dissatisfied,Exceeds Expectation,Exceeds Expectation
2962-039F,Darice,Excell,Female,47,Some Travel,Technology,5,NY,Mixed or multiple ethnic groups,5,Information Systems,Data Scientist,Single,133616,0,Yes,2012-04-06,No,10,9,9,0,5,Doctorate,PR1239,2016-08-21,Neutral,Dissatisfied,Dissatisfied,1,0,Dissatisfied,Exceeds Expectation,Exceeds Expectation
2962-039F,Darice,Excell,Female,47,Some Travel,Technology,5,NY,Mixed or multiple ethnic groups,5,Information Systems,Data Scientist,Single,133616,0,Yes,2012-04-06,No,10,9,9,0,5,Doctorate,PR1831,2017-08-21,Satisfied,Very Satisfied,Very Satisfied,1,1,Satisfied,Meets Expectation,Needs Improvement
2962-039F,Darice,Excell,Female,47,Some Travel,Technology,5,NY,Mixed or multiple ethnic groups,5,Information Systems,Data Scientist,Single,133616,0,Yes,2012-04-06,No,10,9,9,0,5,Doctorate,PR2517,2018-08-21,Very Satisfied,Satisfied,Neutral,2,1,Neutral,Above and Beyond,Above and Beyond
2962-039F,Darice,Excell,Female,47,Some Travel,Technology,5,NY,Mixed or multiple ethnic groups,5,Information Systems,Data Scientist,Single,133616,0,Yes,2012-04-06,No,10,9,9,0,5,Doctorate,PR3316,2019-08-21,Neutral,Satisfied,Satisfied,3,2,Satisfied,Above and Beyond,Exceeds Expectation
2962-039F,Darice,Excell,Female,47,Some Travel,Technology,5,NY,Mixed or multiple ethnic groups,5,Information Systems,Data Scientist,Single,133616,0,Yes,2012-04-06,No,10,9,9,0,5,Doctorate,PR4234,2020-08-20,Very Satisfied,Dissatisfied,Very Satisfied,3,2,Dissatisfied,Exceeds Expectation,Exceeds Expectation
2962-039F,Darice,Excell,Female,47,Some Travel,Technology,5,NY,Mixed or multiple ethnic groups,5,Information Systems,Data Scientist,Single,133616,0,Yes,2012-04-06,No,10,9,9,0,5,Doctorate,PR5256,2021-08-20,Very Satisfied,Satisfied,Very Satisfied,1,1,Satisfied,Meets Expectation,Needs Improvement
2962-039F,Darice,Excell,Female,47,Some Travel,Technology,5,NY,Mixed or multiple ethnic groups,5,Information Systems,Data Scientist,Single,133616,0,Yes,2012-04-06,No,10,9,9,0,5,Doctorate,PR6361,2022-08-20,Very Satisfied,Satisfied,Satisfied,3,0,Very Satisfied,Above and Beyond,Above and Beyond
2962-039F,Darice,Excell,Female,47,Some Travel,Technology,5,NY,Mixed or multiple ethnic groups,5,Information Systems,Data Scientist,Single,133616,0,Yes,2012-04-06,No,10,9,9,0,5,Doctorate,PR756,2015-08-22,Satisfied,Dissatisfied,Very Satisfied,1,2,Satisfied,Above and Beyond,Above and Beyond
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR1539,2017-03-13,Very Dissatisfied,Neutral,Satisfied,3,0,Dissatisfied,Exceeds Expectation,Exceeds Expectation
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR2183,2018-03-13,Satisfied,Satisfied,Satisfied,2,0,Dissatisfied,Above and Beyond,Exceeds Expectation
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR2920,2019-03-13,Very Satisfied,Very Satisfied,Neutral,2,0,Dissatisfied,Exceeds Expectation,Meets Expectation
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR3780,2020-03-12,Satisfied,Dissatisfied,Satisfied,3,0,Very Satisfied,Above and Beyond,Above and Beyond
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR4762,2021-03-12,Neutral,Neutral,Very Satisfied,2,1,Very Satisfied,Above and Beyond,Exceeds Expectation
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR5831,2022-03-12,Very Satisfied,Dissatisfied,Satisfied,3,1,Very Satisfied,Meets Expectation,Needs Improvement
B3FE-D332,Josephine,Stickley,Female,30,Some Travel,Technology,42,CA,White,5,Computer Science,Software Engineer,Married,93181,0,No,2013-03-15,No,9,8,9,4,5,Doctorate,PR994,2016-03-13,Satisfied,Satisfied,Neutral,1,1,Neutral,Exceeds Expectation,Meets Expectation
2A04-49D1,Tallie,Le Pine,Non-Binary,41,Some Travel,Technology,11,CA,Black or African American,5,Information Systems,Engineering Manager,Divorced,372980,1,No,2013-08-22,No,9,1,2,3,5,Doctorate,PR1316,2016-11-11,Satisfied,Neutral,Neutral,2,0,Satisfied,Above and Beyond,Exceeds Expectation
2A04-49D1,Tallie,Le Pine,Non-Binary,41,Some Travel,Technology,11,CA,Black or African American,5,Information Systems,Engineering Manager,Divorced,372980,1,No,2013-08-22,No,9,1,2,3,5,Doctorate,PR1935,2017-11-11,Very Satisfied,Neutral,Satisfied,3,1,Very Satisfied,Meets Expectation,Needs Improvement
2A04-49D1,Tallie,Le Pine,Non-Binary,41,Some Travel,Technology,11,CA,Black or African American,5,Information Systems,Engineering Manager,Divorced,372980,1,No,2013-08-22,No,9,1,2,3,5,Doctorate,PR2645,2018-11-11,Very Satisfied,Neutral,Very Satisfied,1,0,Dissatisfied,Above and Beyond,Above and Beyond
2A04-49D1,Tallie,Le Pine,Non-Binary,41,Some Travel,Technology,11,CA,Black or African American,5,Information Systems,Engineering Manager,Divorced,372980,1,No,2013-08-22,No,9,1,2,3,5,Doctorate,PR3466,2019-11-11,Satisfied,Very Satisfied,Very Satisfied,2,2,Dissatisfied,Meets Expectation,Needs Improvement
2A04-49D1,Tallie,Le Pine,Non-Binary,41,Some Travel,Technology,11,CA,Black or African American,5,Information Systems,Engineering Manager,Divorced,372980,1,No,2013-08-22,No,9,1,2,3,5,Doctorate,PR4412,2020-11-10,Satisfied,Dissatisfied,Very Satisfied,1,0,Neutral,Exceeds Expectation,Exceeds Expectation
2A04-49D1,Tallie,Le Pine,Non-Binary,41,Some Travel,Technology,11,CA,Black or African American,5,Information Systems,Engineering Manager,Divorced,372980,1,No,2013-08-22,No,9,1,2,3,5,Doctorate,PR5455,2021-11-10,Satisfied,Very Satisfied,Dissatisfied,1,1,Neutral,Above and Beyond,Above and Beyond
2A04-49D1,Tallie,Le Pine,Non-Binary,41,Some Travel,Technology,11,CA,Black or African American,5,Information Systems,Engineering Manager,Divorced,372980,1,No,2013-08-22,No,9,1,2,3,5,Doctorate,PR6568,2022-11-10,Satisfied,Satisfied,Very Satisfied,3,1,Neutral,Above and Beyond,Above and Beyond
2E9A-BD2E,Blake,Metheringham,Male,36,Some Travel,Sales,13,CA,Asian or Asian American,5,Marketing,Manager,Married,432191,1,No,2013-09-27,No,9,1,8,0,5,Doctorate,PR1287,2016-10-25,Neutral,Very Satisfied,Dissatisfied,1,1,Very Satisfied,Meets Expectation,Needs Improvement
2E9A-BD2E,Blake,Metheringham,Male,36,Some Travel,Sales,13,CA,Asian or Asian American,5,Marketing,Manager,Married,432191,1,No,2013-09-27,No,9,1,8,0,5,Doctorate,PR1898,2017-10-25,Very Satisfied,Dissatisfied,Very Satisfied,2,1,Very Satisfied,Meets Expectation,Needs Improvement
2E9A-BD2E,Blake,Metheringham,Male,36,Some Travel,Sales,13,CA,Asian or Asian American,5,Marketing,Manager,Married,432191,1,No,2013-09-27,No,9,1,8,0,5,Doctorate,PR2606,2018-10-25,Neutral,Satisfied,Satisfied,3,0,Satisfied,Meets Expectation,Needs Improvement
2E9A-BD2E,Blake,Metheringham,Male,36,Some Travel,Sales,13,CA,Asian or Asian American,5,Marketing,Manager,Married,432191,1,No,2013-09-27,No,9,1,8,0,5,Doctorate,PR3422,2019-10-25,Satisfied,Neutral,Satisfied,1,1,Very Satisfied,Above and Beyond,Above and Beyond
2E9A-BD2E,Blake,Metheringham,Male,36,Some Travel,Sales,13,CA,Asian or Asian American,5,Marketing,Manager,Married,432191,1,No,2013-09-27,No,9,1,8,0,5,Doctorate,PR4362,2020-10-24,Neutral,Dissatisfied,Very Satisfied,2,0,Very Satisfied,Meets Expectation,Meets Expectation
2E9A-BD2E,Blake,Metheringham,Male,36,Some Travel,Sales,13,CA,Asian or Asian American,5,Marketing,Manager,Married,432191,1,No,2013-09-27,No,9,1,8,0,5,Doctorate,PR5399,2021-10-24,Neutral,Neutral,Satisfied,2,3,Neutral,Meets Expectation,Needs Improvement
2E9A-BD2E,Blake,Metheringham,Male,36,Some Travel,Sales,13,CA,Asian or Asian American,5,Marketing,Manager,Married,432191,1,No,2013-09-27,No,9,1,8,0,5,Doctorate,PR6515,2022-10-24,Satisfied,Dissatisfied,Very Dissatisfied,3,3,Neutral,Meets Expectation,Needs Improvement
C54B-DBC5,Lilyan,Martinet,Female,33,Frequent Traveller,Sales,33,CA,Mixed or multiple ethnic groups,5,Marketing,Sales Executive,Married,115114,1,No,2013-11-12,No,9,9,9,6,5,Doctorate,PR1334,2016-11-29,Neutral,Dissatisfied,Dissatisfied,1,2,Neutral,Above and Beyond,Above and Beyond
C54B-DBC5,Lilyan,Martinet,Female,33,Frequent Traveller,Sales,33,CA,Mixed or multiple ethnic groups,5,Marketing,Sales Executive,Married,115114,1,No,2013-11-12,No,9,9,9,6,5,Doctorate,PR1959,2017-11-29,Very Satisfied,Dissatisfied,Neutral,2,0,Neutral,Meets Expectation,Needs Improvement
C54B-DBC5,Lilyan,Martinet,Female,33,Frequent Traveller,Sales,33,CA,Mixed or multiple ethnic groups,5,Marketing,Sales Executive,Married,115114,1,No,2013-11-12,No,9,9,9,6,5,Doctorate,PR2672,2018-11-29,Neutral,Neutral,Very Satisfied,3,0,Satisfied,Above and Beyond,Exceeds Expectation
C54B-DBC5,Lilyan,Martinet,Female,33,Frequent Traveller,Sales,33,CA,Mixed or multiple ethnic groups,5,Marketing,Sales Executive,Married,115114,1,No,2013-11-12,No,9,9,9,6,5,Doctorate,PR3500,2019-11-29,Neutral,Neutral,Dissatisfied,1,0,Neutral,Meets Expectation,Meets Expectation
C54B-DBC5,Lilyan,Martinet,Female,33,Frequent Traveller,Sales,33,CA,Mixed or multiple ethnic groups,5,Marketing,Sales Executive,Married,115114,1,No,2013-11-12,No,9,9,9,6,5,Doctorate,PR4449,2020-11-28,Satisfied,Very Dissatisfied,Neutral,2,3,Very Dissatisfied,Exceeds Expectation,Exceeds Expectation
C54B-DBC5,Lilyan,Martinet,Female,33,Frequent Traveller,Sales,33,CA,Mixed or multiple ethnic groups,5,Marketing,Sales Executive,Married,115114,1,No,2013-11-12,No,9,9,9,6,5,Doctorate,PR5496,2021-11-28,Neutral,Very Satisfied,Satisfied,3,1,Satisfied,Meets Expectation,Needs Improvement
C54B-DBC5,Lilyan,Martinet,Female,33,Frequent Traveller,Sales,33,CA,Mixed or multiple ethnic groups,5,Marketing,Sales Executive,Married,115114,1,No,2013-11-12,No,9,9,9,6,5,Doctorate,PR6619,2022-11-28,Very Satisfied,Neutral,Very Satisfied,3,0,Neutral,Exceeds Expectation,Meets Expectation
9900-1159,Kristien,Vedikhov,Female,28,Frequent Traveller,Sales,40,IL,Black or African American,5,Marketing,Sales Executive,Married,215327,1,No,2014-04-13,No,8,1,6,8,5,Doctorate,PR1769,2017-07-11,Very Satisfied,Satisfied,Satisfied,1,2,Neutral,Exceeds Expectation,Exceeds Expectation
9900-1159,Kristien,Vedikhov,Female,28,Frequent Traveller,Sales,40,IL,Black or African American,5,Marketing,Sales Executive,Married,215327,1,No,2014-04-13,No,8,1,6,8,5,Doctorate,PR2440,2018-07-11,Neutral,Dissatisfied,Dissatisfied,3,2,Very Satisfied,Above and Beyond,Exceeds Expectation
9900-1159,Kristien,Vedikhov,Female,28,Frequent Traveller,Sales,40,IL,Black or African American,5,Marketing,Sales Executive,Married,215327,1,No,2014-04-13,No,8,1,6,8,5,Doctorate,PR3222,2019-07-11,Very Satisfied,Satisfied,Neutral,1,2,Dissatisfied,Above and Beyond,Above and Beyond
9900-1159,Kristien,Vedikhov,Female,28,Frequent Traveller,Sales,40,IL,Black or African American,5,Marketing,Sales Executive,Married,215327,1,No,2014-04-13,No,8,1,6,8,5,Doctorate,PR4128,2020-07-10,Satisfied,Dissatisfied,Satisfied,3,2,Very Satisfied,Above and Beyond,Above and Beyond
9900-1159,Kristien,Vedikhov,Female,28,Frequent Traveller,Sales,40,IL,Black or African American,5,Marketing,Sales Executive,Married,215327,1,No,2014-04-13,No,8,1,6,8,5,Doctorate,PR5138,2021-07-10,Satisfied,Satisfied,Very Satisfied,2,1,Satisfied,Meets Expectation,Needs Improvement
9900-1159,Kristien,Vedikhov,Female,28,Frequent Traveller,Sales,40,IL,Black or African American,5,Marketing,Sales Executive,Married,215327,1,No,2014-04-13,No,8,1,6,8,5,Doctorate,PR6239,2022-07-10,Satisfied,Dissatisfied,Satisfied,1,1,Very Satisfied,Meets Expectation,Needs Improvement
D871-1F74,Beitris,Davers,Female,32,Frequent Traveller,Technology,40,CA,White,5,Computer Science,Data Scientist,Single,60759,0,No,2014-06-22,No,8,0,6,3,5,Doctorate,PR1930,2017-11-09,Very Satisfied,Very Satisfied,Dissatisfied,2,2,Very Satisfied,Meets Expectation,Meets Expectation
